Z,N,A,EL,mass_excess_keV_value,mass_excess_unc_keV_value,mass_excess_keV_flag,BE_per_A_keV_value,BE_per_A_unc_keV_value,BE_per_A_keV_flag,beta_decay_energy_keV_value,beta_decay_energy_unc_keV_value,S_2n_value,S_2n_unc_value,S_2n_flag,S_2p_value,S_2p_unc_value,S_2p_flag,Q_alpha_value,Q_alpha_unc_value,Q_alpha_flag,S_n_value,S_n_unc_value,S_n_flag,S_p_value,S_p_unc_value,S_p_flag,Total_BE_keV,data_quality,fully_experimental
58,82,140,Ce,-88074.227,1.313,experimental,8376.3045,0.0094,experimental,-3388.0,6.0,16650.9965,1.4045,experimental,14390.3634,1.3362,experimental,-1612.0637,1.3354,experimental,9187.8037,2.4044,experimental,8140.8172,1.3364,experimental,1172682.6300000001,high,True
59,81,140,Pr,-84686.227,6.142,experimental,8346.5163,0.0439,experimental,-428.9806,6.9536,17699.9965,11.7462,experimental,12750.761,6.156,experimental,-1073.6551,53.5245,experimental,7928.8927,7.123,experimental,5017.4567,6.4638,experimental,1168512.282,high,True
60,80,140,Nd,-84257.246,3.26,experimental,8337.864,0.0233,experimental,-6045.2,24.0,18382.7006,12.0521,experimental,11269.3219,3.2983,experimental,-173.6125,3.2763,experimental,10311.6347,27.7136,experimental,6717.5652,4.8936,experimental,1167300.96,high,True
51,90,141,Sb,-39540.0,500.0,estimated,8069.0,4.0,estimated,11129.0,640.0,5633.0,640.0,estimated,,,not_calculable,-6135.0,640.0,estimated,3221.0,781.0,estimated,12339.0,583.0,estimated,1137729.0,low,False
52,89,141,Te,-50670.0,400.0,estimated,8142.0,3.0,estimated,9257.0,400.0,6607.0,400.0,estimated,25938.0,565.0,estimated,-2945.0,500.0,estimated,2373.0,400.0,estimated,13568.0,721.0,estimated,1148022.0,low,False
53,88,141,I,-59926.666,15.835,experimental,8202.2562,0.1123,experimental,8270.643,16.0965,7598.3381,16.3341,experimental,24454.0,400.0,estimated,-2291.1892,54.5143,experimental,4391.7612,19.9348,experimental,10848.1876,21.3886,experimental,1156518.1242,high,True
54,87,141,Xe,-68197.309,2.888,experimental,8255.3647,0.0205,experimental,6280.0423,9.6378,8695.3587,3.5956,experimental,22570.1706,4.5681,experimental,-1318.4624,3.5708,experimental,3282.1654,3.7096,experimental,11880.0572,12.449,experimental,1164006.4227,high,True
55,86,141,Cs,-74477.351,9.195,experimental,8294.3554,0.0652,experimental,5255.141,9.6174,9918.8988,9.7143,experimental,20584.3295,10.0296,experimental,-545.9984,12.4431,experimental,5498.9309,12.1966,experimental,8779.8607,9.4853,experimental,1169504.1114,high,True
56,85,141,Ba,-79732.492,5.318,experimental,8326.0774,0.0377,experimental,3197.3515,6.551,10961.2106,5.3244,experimental,18665.8481,5.7338,experimental,226.0061,5.3195,experimental,4535.905,9.4488,experimental,9971.7249,9.7541,experimental,1173976.9134,high,True
57,84,141,La,-82929.844,4.127,experimental,8343.205,0.0293,experimental,2501.2141,3.9279,11850.0989,4.1361,experimental,16806.6973,5.182,experimental,1191.0128,4.1382,experimental,6689.1023,4.1361,experimental,6950.9095,8.9031,experimental,1176391.905,high,True
58,83,141,Ce,-85431.058,1.315,experimental,8355.3956,0.0093,experimental,583.4758,1.1784,14615.9525,2.4056,experimental,15095.0821,1.3388,experimental,-134.5727,1.338,experimental,5428.1487,0.1028,experimental,8407.9694,1.3385,experimental,1178110.7796,high,True
59,82,141,Pr,-86014.533,1.498,experimental,8353.9852,0.0106,experimental,-1823.0137,2.809,17328.5173,3.9159,experimental,13370.0947,1.5437,experimental,-1298.5841,2.2209,experimental,9399.6246,6.1151,experimental,5229.2776,1.181,experimental,1177911.9131999998,high,True
60,81,141,Nd,-84191.52,3.183,experimental,8335.5074,0.0226,experimental,-3668.5879,14.3304,18317.2262,27.7034,experimental,11811.7206,3.7773,experimental,-697.6704,3.2035,experimental,8005.5915,4.5566,experimental,6794.2639,6.7294,experimental,1175306.5434,high,True
52,90,142,Te,-46550.0,500.0,estimated,8113.0,4.0,estimated,8253.0,500.0,6325.0,500.0,estimated,26637.0,583.0,estimated,-3464.0,640.0,estimated,3951.0,640.0,estimated,14298.0,707.0,estimated,1152046.0,low,False
53,89,142,I,-54802.969,4.937,experimental,8165.2517,0.0348,experimental,10426.6792,5.6276,7339.3828,13.0771,experimental,24991.0,600.0,estimated,-2578.0,300.0,estimated,2947.6216,16.5871,experimental,11422.0,400.0,estimated,1159465.7414,high,True
54,88,142,Xe,-65229.648,2.701,experimental,8233.1695,0.019,experimental,5284.9078,7.5655,8385.8232,3.5665,experimental,23440.1414,14.6291,experimental,-1958.5697,4.6515,experimental,5103.6578,3.9542,experimental,12591.9538,16.0642,experimental,1169110.069,high,True
55,87,142,Cs,-70514.556,7.067,experimental,8264.8777,0.0498,experimental,7327.7007,8.3627,9607.4542,10.8241,experimental,21486.2758,14.0206,experimental,-959.5625,9.2455,experimental,4108.5233,11.5969,experimental,9606.2186,7.634,experimental,1173612.6334,high,True
56,86,142,Ba,-77842.257,5.92,experimental,8310.9718,0.0417,experimental,2181.6932,8.3754,10716.988,9.8717,experimental,19433.7377,6.3618,experimental,-294.9286,6.5507,experimental,6181.083,7.958,experimental,10653.877,10.936,experimental,1180157.9956,high,True
57,85,142,La,-80023.95,6.286,experimental,8320.8263,0.0443,experimental,4508.9455,5.8446,11854.5269,6.3046,experimental,17552.154,10.3306,experimental,438.1621,11.1081,experimental,5165.4246,7.4221,experimental,7580.4291,8.2277,experimental,1181557.3346000002,high,True
58,84,142,Ce,-84532.896,2.443,experimental,8347.07,0.0172,experimental,-746.5288,2.4868,12601.3048,2.4698,experimental,15842.9327,8.2654,experimental,1303.9942,2.456,experimental,7173.1561,2.4703,experimental,8892.0231,4.633,experimental,1185283.94,high,True
59,83,142,Pr,-83786.367,1.498,experimental,8336.3032,0.0106,experimental,2163.6885,1.3656,15242.776,6.1154,experimental,14052.2497,1.5439,experimental,302.1253,1.5544,experimental,5843.1515,0.0768,experimental,5644.2803,1.1799,experimental,1183755.0544,high,True
60,82,142,Nd,-85950.055,1.256,experimental,8346.031,0.0088,experimental,-4808.5196,23.6216,17835.4451,3.4938,experimental,12453.7705,1.4524,experimental,-809.1047,1.3515,experimental,9829.8537,3.1237,experimental,7224.493,1.3663,experimental,1185136.4020000002,high,True
53,90,143,I,-50790.0,200.0,estimated,8137.0,1.0,estimated,9413.0,200.0,7006.0,201.0,estimated,25828.0,539.0,estimated,-3165.0,447.0,estimated,4058.0,200.0,estimated,11529.0,539.0,estimated,1163591.0,low,False
54,89,143,Xe,-60202.882,4.657,experimental,8196.8855,0.0326,experimental,7472.6365,8.8908,8148.2096,5.48,experimental,24111.0,400.0,estimated,-2422.7178,5.8499,experimental,3044.5518,5.3842,experimental,12688.884,6.7871,experimental,1172154.6265,high,True
55,88,143,Cs,-67675.519,7.573,experimental,8243.6707,0.053,experimental,6261.6865,9.7303,9340.8037,11.9123,experimental,22326.795,17.5532,experimental,-1629.4708,8.5673,experimental,5232.2804,10.3583,experimental,9734.8412,8.0406,experimental,1178844.9101,high,True
56,87,143,Ba,-73937.205,6.756,experimental,8281.9878,0.0472,experimental,4234.2623,9.9682,10347.3492,8.5984,experimental,20317.8386,7.3474,experimental,-717.5349,7.0878,experimental,4166.2663,8.9831,experimental,10711.62,9.7768,experimental,1184324.2554000001,high,True
57,86,143,La,-78171.467,7.329,experimental,8306.1271,0.0513,experimental,3434.9108,7.5812,11384.26,8.3945,experimental,18272.0585,11.7583,experimental,104.705,7.9711,experimental,6218.8354,9.5466,experimental,7618.1816,9.4155,experimental,1187776.1753,high,True
58,85,143,Ce,-81606.378,2.442,experimental,8324.6765,0.0171,experimental,1461.8214,1.8649,12317.9567,2.4694,experimental,16451.8283,5.8431,experimental,882.6235,2.4553,experimental,5144.8007,0.0937,experimental,8871.3992,5.8453,experimental,1190428.7395,high,True
59,84,143,Pr,-83068.2,1.816,experimental,8329.428,0.0127,experimental,934.1107,1.3673,13196.3023,1.8886,experimental,14716.2982,4.3649,experimental,1729.2653,1.8841,experimental,7353.1508,1.8881,experimental,5824.275,1.8667,experimental,1191108.204,high,True
60,83,143,Nd,-84002.31,1.255,experimental,8330.4893,0.0088,experimental,-1041.6463,2.683,15953.4267,3.1239,experimental,13149.1948,1.4525,experimental,530.5151,2.415,experimental,6123.573,0.0694,experimental,7504.9145,1.3662,experimental,1191259.9699,high,True
54,90,144,Xe,-56872.301,5.31,experimental,8172.8845,0.0369,experimental,6399.0606,20.8203,7785.289,5.9572,experimental,24901.0,500.0,estimated,-2929.768,15.3266,experimental,4740.7372,7.0628,experimental,13372.0,200.0,estimated,1176895.368,high,True
55,89,144,Cs,-63271.362,20.132,experimental,8211.8894,0.1398,experimental,8495.7679,20.4163,8899.4418,21.1802,experimental,23046.3348,20.7284,experimental,-2090.0552,23.4932,experimental,3667.1613,21.5092,experimental,10357.4508,20.6636,experimental,1182512.0736,high,True
56,88,144,Ba,-71767.13,7.136,experimental,8265.4549,0.0496,experimental,3082.53,14.7744,10067.5089,9.2698,experimental,21115.4234,7.6305,experimental,-1205.5842,7.5067,experimental,5901.2426,9.8272,experimental,11380.5822,10.4058,experimental,1190225.5056,high,True
57,87,144,La,-74849.66,12.937,experimental,8281.4283,0.0898,experimental,5582.2823,13.2432,10968.3457,14.383,experimental,18913.0456,14.7409,experimental,-224.8374,15.3159,experimental,4749.5103,14.8686,experimental,8201.4256,14.5946,experimental,1192525.6752,high,True
58,86,144,Ce,-80431.942,2.833,experimental,8314.7612,0.0197,experimental,318.6462,0.8321,12041.6825,3.3594,experimental,17167.6272,6.5523,experimental,411.0472,8.3897,experimental,6896.8818,3.3586,experimental,9549.4456,7.8258,experimental,1197325.6128000002,high,True
59,85,144,Pr,-80750.588,2.708,experimental,8311.5411,0.0188,experimental,2997.44,2.4,13106.8574,2.7619,experimental,15304.5802,6.6541,experimental,1136.5553,2.7563,experimental,5753.7066,2.7626,experimental,6433.181,3.2539,experimental,1196861.9184,high,True
60,84,144,Nd,-83748.028,1.255,experimental,8326.9237,0.0087,experimental,-2331.9117,2.6464,13940.6089,0.0871,experimental,13793.0747,2.1985,experimental,1901.2829,1.4525,experimental,7817.0359,0.0527,experimental,7968.7996,1.3683,experimental,1199077.0128,high,True
55,90,145,Cs,-60054.424,9.067,experimental,8188.7342,0.0625,experimental,7461.7591,12.4121,8521.5413,11.8137,experimental,23843.0,200.0,estimated,-2552.674,18.2474,experimental,4854.38,21.5837,experimental,10471.0936,10.5071,experimental,1187366.459,high,True
56,89,145,Ba,-67516.183,8.477,experimental,8234.7991,0.0585,experimental,5319.1425,14.9122,9721.6139,10.8397,experimental,21891.2429,9.6719,experimental,-1743.7901,8.955,experimental,3820.3713,11.0806,experimental,11533.7921,21.8437,experimental,1194045.8695,high,True
57,88,145,La,-72835.325,12.269,experimental,8266.0873,0.0846,experimental,4231.7331,35.2977,10806.4941,14.2909,experimental,19737.749,14.4179,experimental,-782.8903,15.3319,experimental,6056.9838,17.8291,experimental,8357.1668,14.1932,experimental,1198582.6585,high,True
58,87,145,Ce,-77067.059,33.9,experimental,8289.8762,0.2338,experimental,2558.9318,33.6347,11603.3164,33.9617,experimental,17707.7955,34.5671,experimental,240.5176,34.3143,experimental,4706.4346,33.9878,experimental,9506.3699,36.2849,experimental,1202032.049,high,True
59,86,145,Pr,-79625.99,7.149,experimental,8302.1285,0.0493,experimental,1806.014,7.037,12700.4269,7.1723,experimental,16032.465,10.214,experimental,878.9374,8.1855,experimental,6946.7202,7.4386,experimental,6483.0194,7.4849,experimental,1203808.6325,high,True
60,85,145,Nd,-81432.004,1.271,experimental,8309.1883,0.0088,experimental,-164.4982,2.5361,13572.3302,0.2366,experimental,14403.5683,2.2089,experimental,1574.1374,1.4683,experimental,5755.2943,0.2306,experimental,7970.3873,2.4111,experimental,1204832.3035,high,True
56,90,146,Ba,-64866.269,1.77,experimental,8215.5293,0.0121,experimental,4354.9052,2.4366,9241.7749,7.3525,experimental,22571.9093,5.5967,experimental,-2061.5359,3.2295,experimental,5421.4036,8.6594,experimental,12100.8157,9.238,experimental,1199467.2778,high,True
57,89,146,La,-69221.174,1.675,experimental,8239.9988,0.0115,experimental,6404.6947,14.7146,10514.1501,13.0446,experimental,20527.754,20.2014,experimental,-1131.5333,7.2625,experimental,4457.1663,12.3824,experimental,8993.9619,8.6404,experimental,1203039.8247999998,high,True
58,88,146,Ce,-75625.868,14.665,experimental,8278.5081,0.1004,experimental,1047.6178,32.4842,11336.5626,14.9324,experimental,18436.6808,16.309,experimental,-208.5274,15.8146,experimental,6630.128,36.9354,experimental,10079.514,19.12,experimental,1208662.1826,high,True
59,87,146,Pr,-76673.486,34.356,experimental,8280.325,0.2353,experimental,4252.43,34.3686,12065.5342,34.452,experimental,16401.7687,36.7111,experimental,925.5479,34.9178,experimental,5118.814,35.0812,experimental,6895.3988,48.2605,experimental,1208927.4500000002,high,True
60,86,146,Nd,-80925.916,1.273,experimental,8304.0927,0.0087,experimental,-1471.556,4.1194,13320.5242,0.2453,experimental,15071.9164,2.552,experimental,1182.0635,2.2117,experimental,7565.2299,0.0872,experimental,8588.897,7.0371,experimental,1212397.5341999999,high,True
57,90,147,La,-66678.397,10.712,experimental,8221.5536,0.0729,experimental,5335.5046,13.7248,9985.7078,16.2871,experimental,21201.9154,14.0342,experimental,-1427.7944,13.1189,experimental,5528.5415,10.8423,experimental,9101.0997,10.8574,experimental,1208568.3791999999,high,True
58,89,147,Ce,-72013.902,8.58,experimental,8252.5274,0.0584,experimental,3430.1913,15.5317,11089.4793,34.9669,experimental,19075.661,12.0612,experimental,-501.6125,10.9209,experimental,4459.3514,16.9902,experimental,10081.6991,8.7421,experimental,1213121.5278,high,True
59,88,147,Pr,-75444.093,15.855,experimental,8270.54,0.1079,experimental,2702.7013,15.8571,11960.7388,17.3479,experimental,17186.7097,20.0467,experimental,302.4585,17.4601,experimental,6841.9248,37.8333,experimental,7107.1957,21.5958,experimental,1215769.3800000001,high,True
60,87,147,Nd,-78146.794,1.275,experimental,8283.6036,0.0087,experimental,895.1896,0.5664,12857.4261,0.1239,experimental,15657.678,33.8925,experimental,1034.668,2.212,experimental,5292.1962,0.0885,experimental,8762.2792,34.3687,experimental,1217689.7292,high,True
58,90,148,Ce,-70398.424,11.195,experimental,8240.3876,0.0756,experimental,2137.0282,12.5663,10915.1919,18.4488,experimental,20110.0978,11.3337,experimental,-1056.2104,13.2758,experimental,6455.8405,14.1033,experimental,11008.9982,15.4942,experimental,1219577.3648,high,True
59,89,148,Pr,-72535.452,15.041,experimental,8249.5409,0.1016,experimental,4872.6133,15.0858,12004.6023,37.5012,experimental,17892.2209,15.1343,experimental,-110.7086,19.8393,experimental,5162.6774,21.8429,experimental,7810.5218,17.3141,experimental,1220932.0532,high,True
60,88,148,Nd,-77408.066,2.053,experimental,8277.1778,0.0139,experimental,-542.1891,5.8755,12624.7856,1.6539,experimental,16360.1394,14.8042,experimental,598.9604,3.0372,experimental,7332.5894,1.6554,experimental,9252.9438,15.9408,experimental,1225022.3144,high,True
59,90,149,Pr,-71039.373,9.874,experimental,8238.304,0.0663,experimental,3336.1617,10.0853,11737.9161,18.678,experimental,18938.9181,14.5686,experimental,-628.9635,15.7484,experimental,6575.2387,17.9926,experimental,7929.9199,14.9269,experimental,1227507.296,high,True
60,89,149,Nd,-74375.535,2.054,experimental,8255.4437,0.0138,experimental,1688.8697,2.4588,12371.3765,1.657,experimental,16939.5752,8.8087,experimental,266.6079,33.9321,experimental,5038.7871,0.074,experimental,9129.0534,15.086,experimental,1230061.1113,high,True
60,90,150,Nd,-73679.951,1.129,experimental,8249.5789,0.0075,experimental,-82.6155,20.001,12414.5215,1.8778,experimental,17859.4691,11.2386,experimental,-478.9986,14.7059,experimental,7375.7344,1.8792,experimental,9929.5491,9.9381,experimental,1237436.835,high,True
