Z,N,A,EL,T01_mass_excess,T02_BE_per_A,T03_S_2n,T04_S_2p,T05_S_n,T06_S_p,T07_Q_alpha,T08_Q_beta,T09_E_2plus,T10_BE2_up,T11_beta2,T12_tau,T13_E_4plus,T14_R_42,F01_Z,F02_N,F03_A,F04_dZ50,F05_dZ82,F06_dN50,F07_dN82,F08_Zmod2,F09_Nmod2,F10_valence,F11_eveneven
48,72,120,Cd,-83957.365,8458.024,13398.3524,23146.9497,8051.7448,12600.5777,-6551.2549,1770.3754,505.94,0.44,0.163,15.4,1203.73,2.379187167217092,48,72,120,2,34,22,10,0,0,12,1
49,71,120,In,-85727.741,8466.2575,14642.2002,20751.8807,6100.4005,9039.7732,-5609.9926,5370.0,,,,,,,49,71,120,1,33,21,11,1,1,12,0
50,70,120,Sn,-91097.741,8504.488,15587.5338,18974.0339,9104.0742,10688.0535,-4810.1677,-2680.6076,1171.265,0.1887,0.1027,1.12,2194.29921,1.873443609245951,50,70,120,0,32,20,12,0,0,12,1
51,69,120,Sb,-88417.133,8475.63,16563.5656,15766.8986,7012.9118,5641.1197,-2592.2906,945.0271,,,,,,,51,69,120,1,31,19,13,1,1,14,0
52,68,120,Te,-89362.16,8476.9857,17814.0386,12287.2594,10250.9389,7175.5919,-261.0973,-5615.0,560.438,0.65,0.1834,10.93,1161.563,2.0725978350512158,52,68,120,2,30,18,14,0,0,16,1
53,67,120,I,-83747.16,8423.6745,18918.7401,10328.8987,8040.7469,3853.5919,649.9436,-1574.726,,,,,,,53,67,120,3,29,17,15,1,1,18,0
54,66,120,Xe,-82172.434,8404.0322,20236.0033,9059.6186,11449.2642,5683.6739,666.4424,-8283.7857,332.61,1.349,0.2544,73.6,796.164,2.467853223976641,54,66,120,4,28,16,16,0,0,20,1
55,65,120,Cs,-73888.649,8328.4811,21621.908,7495.5343,9654.9054,2383.1315,1107.0893,-5000.0,,,,,,,55,65,120,5,27,15,17,1,1,20,0
56,64,120,Ba,-68888.649,8280.2949,22832.0,5387.5236,12369.8705,3872.5584,1733.3129,-11319.0,186.0,2.34,0.323,510.0,544.015,2.9246545884629858,56,64,120,6,26,14,18,0,0,20,1
57,63,120,La,-57570.0,8179.0,24093.0,3739.0,10622.0,269.0,2048.0,-7840.0,,,,,,,57,63,120,7,25,13,19,1,1,20,0
58,62,120,Ce,-49730.0,8108.0,,2108.0,13981.0,1999.0,2225.0,,,,,,,,58,62,120,8,24,12,20,0,0,20,1
43,78,121,Tc,-31540.0,8054.0,7513.0,,4612.0,,,13080.0,,,,,,,43,78,121,7,39,28,4,1,0,11,0
44,77,121,Ru,-44620.0,8156.0,8683.0,32618.0,2971.0,16909.0,-11356.0,11630.0,,,,,,,44,77,121,6,38,27,5,0,1,11,0
45,76,121,Rh,-56250.134,8245.2397,9569.9685,30658.0,5702.0,13819.0,-10535.0,9932.203,,,,,,,45,76,121,5,37,26,6,1,0,11,0
46,75,121,Pd,-66182.337,8320.8584,10917.6964,28680.0,3974.0512,14851.0,-9117.3824,8220.4934,,,,,,,46,75,121,4,36,25,7,0,1,11,0
47,74,121,Ag,-74402.831,8382.3306,11899.7083,26157.9709,6822.6371,11412.1977,-7930.9884,6671.0057,,,,,,,47,74,121,3,35,24,8,1,0,11,0
48,73,121,Cd,-81073.837,8430.9972,13239.5341,24244.5016,5187.7893,12711.2958,-7074.8628,4760.7564,,,,,,,48,73,121,2,34,23,9,0,1,11,0
49,72,121,In,-85834.593,8463.8767,14278.5707,21766.7764,8178.1703,9166.1987,-6077.5908,3362.0331,,,,,,,49,72,121,1,33,22,10,1,0,11,0
50,71,121,Sn,-89196.626,8485.1964,15274.2776,19797.6296,6170.2034,10757.8564,-5203.1449,402.5306,,,,,,,50,71,121,0,32,21,11,0,1,11,0
51,70,121,Sb,-89599.157,8482.0574,16266.2534,16478.4405,9253.3416,5790.387,-3081.0375,-1056.0462,,,,,,,51,70,121,1,31,20,12,1,0,13,0
52,69,121,Te,-88543.111,8466.8641,17503.2073,13056.0681,7252.2683,7414.9485,-570.284,-2297.4615,,,,,,,52,69,121,2,30,19,13,0,1,15,0
53,68,121,I,-86245.649,8441.4111,18610.5537,11348.0517,10569.8068,4172.4598,-31.0013,-3764.6525,,,,,,,53,68,121,3,29,18,14,1,0,17,0
54,67,121,Xe,-82480.997,8403.8326,19829.1445,9876.3992,8379.8803,6022.8073,189.5879,-5378.6549,,,,,,,54,67,121,4,28,17,15,0,1,19,0
55,66,121,Cs,-77102.342,8352.9152,20939.9166,7902.5524,11285.0112,2218.8785,911.3106,-6357.4948,,,,,,,55,66,121,5,27,16,16,1,0,21,0
56,65,121,Ba,-70744.847,8293.9083,22297.3869,6528.3009,9927.5164,4145.1694,1015.5841,-8555.0,,,,,,,56,65,121,6,26,15,17,0,1,21,0
57,64,121,La,-62190.0,8217.0,23313.0,4463.0,12692.0,591.0,1878.0,-9500.0,,,,,,,57,64,121,7,25,14,18,1,0,21,0
58,63,121,Ce,-52690.0,8132.0,25012.0,2678.0,11032.0,2409.0,2343.0,-11139.0,,,,,,,58,63,121,8,24,13,19,0,1,21,0
59,62,121,Pr,-41551.0,8033.0,,1109.0,,-889.5999,2295.0,,,,,,,,59,62,121,9,23,12,20,1,0,21,0
43,79,122,Tc,-26305.0,8011.0,7448.0,,2836.0,,,15475.0,,,,,,,43,79,122,7,39,29,3,1,1,10,0
44,78,122,Ru,-41780.0,8132.0,8203.0,,5231.0,17529.0,-11835.0,10099.0,,,,,,,44,78,122,6,38,28,4,0,0,10,1
45,77,122,Rh,-51880.0,8208.0,9402.0,31458.0,3701.0,14548.0,-11014.0,12737.0,,,,,,,45,77,122,5,37,27,5,1,1,10,0
46,76,122,Pd,-64616.169,8305.9755,10479.2008,29474.0,6505.1495,15655.0055,-10041.0,6489.9492,,,,,,,46,76,122,4,36,26,6,0,0,10,1
47,75,122,Ag,-71106.118,8352.7591,11597.2423,27064.0,4774.6053,12212.7517,-8644.1944,9506.2662,,,,,,,47,75,122,3,35,25,7,1,1,10,0
48,74,122,Cd,-80612.384,8424.2667,12797.6551,24910.7222,7609.8657,13498.5245,-7648.9424,2958.9765,569.45,0.35,0.144,13.4,1329.1512,2.334063618388011,48,74,122,2,34,24,8,0,0,10,1
49,73,122,In,-83571.361,8442.1079,13986.2561,22497.7911,5808.0859,9786.4953,-6442.4745,6368.5921,,,,,,,49,73,122,1,33,23,9,1,1,10,0
50,72,122,Sn,-89939.953,8487.8968,14984.8482,20560.5297,8814.6449,11394.331,-5663.2197,-1605.7483,1140.51,0.1622,0.0942,1.354,2142.063,1.878157460721623,50,72,122,0,32,22,10,0,0,10,1
51,71,122,Sb,-88334.205,8468.3222,16059.7075,17184.406,6806.3659,6426.5496,-3530.9438,1979.0772,,,,,,,51,71,122,1,31,21,11,1,1,12,0
52,70,122,Te,-90313.282,8478.1315,17093.7576,13793.4832,9841.4893,8003.0962,-1085.3546,-4234.0,564.094,0.56,0.1684,9.12,1181.24825,2.094062186355554,52,70,122,2,30,20,12,0,0,14,1
53,69,122,I,-86079.282,8437.0139,18474.7576,12240.0908,7904.9508,4825.1423,-507.994,-724.2937,,,,,,,53,69,122,3,29,19,13,1,1,16,0
54,68,122,Xe,-85354.988,8424.6644,19325.19,10570.7699,10945.3096,6398.3101,-89.1461,-7210.2195,331.28,1.072,0.2243,66.8,828.5311,2.5009466112464422,54,68,122,4,28,18,14,0,0,18,1
55,67,122,Cs,-78144.769,8359.1515,20398.7562,8975.5504,9113.745,2952.7431,401.3719,-3535.817,,,,,,,55,67,122,5,27,17,15,1,1,20,0
56,66,122,Ba,-74608.952,8323.7567,21862.9392,7014.4595,11935.4228,4795.581,1045.1996,-10066.0,195.9,2.096,0.3024,275.0,568.63,2.902624781778645,56,66,122,6,26,16,16,0,0,22,1
57,65,122,La,-64543.0,8235.0,23116.0,5233.0,10424.0,1087.0,1441.0,-6669.0,,,,,,,57,65,122,7,25,15,17,1,1,22,0
58,64,122,Ce,-57874.0,8174.0,24287.0,3563.0,13255.0,2972.0,1901.0,-13094.0,136.4,3.5,0.377,1270.0,434.77,3.186295346280689,58,64,122,8,24,14,18,0,0,22,1
59,63,122,Pr,-44780.0,8060.0,,1788.0,11300.0,-621.0,2415.0,,,,,,,,59,63,122,9,23,13,19,1,1,22,0
44,79,123,Ru,-36550.0,8089.0,8072.0,,2841.0,17534.0,-12395.0,12640.0,,,,,,,44,79,123,6,38,29,3,0,1,9,0
45,78,123,Rh,-49190.0,8185.0,9083.0,32228.0,5382.0,14699.0,-11446.0,11239.0,,,,,,,45,78,123,5,37,28,4,1,0,9,0
46,77,123,Pd,-60429.748,8270.0318,10390.0472,30387.0,3884.8976,15839.0,-10775.0,9138.8323,,,,,,,46,77,123,4,36,27,5,0,1,9,0
47,76,123,Ag,-69568.581,8337.9707,11308.386,27896.3884,6533.7807,12241.3829,-9170.6945,7845.6026,,,,,,,47,76,123,3,35,26,6,1,0,9,0
48,75,123,Cd,-77414.183,8395.3955,12482.9829,25809.788,4873.1171,13597.0363,-8431.8221,6014.8503,,,,,,,48,75,123,2,34,25,7,0,1,9,0
49,74,123,In,-83429.034,8437.9362,13737.0768,23604.1449,7928.9909,10105.6205,-7208.1908,4385.6489,,,,,,,49,74,123,1,33,24,8,1,0,9,0
50,73,123,Sn,-87814.683,8467.2313,14760.6926,21318.7881,5946.0478,11532.2929,-6262.6598,1408.2079,,,,,,,50,73,123,0,32,23,9,0,1,9,0
51,72,123,Sb,-89222.89,8472.3196,15766.3699,17966.2397,8960.004,6571.9087,-3949.148,-51.9128,,,,,,,51,72,123,1,31,22,10,1,0,11,0
52,71,123,Te,-89170.978,8465.537,16770.5032,14552.2937,6929.0139,8125.7441,-1530.909,-1228.3898,,,,,,,52,71,123,2,30,21,11,0,1,13,0
53,70,123,I,-87942.588,8449.1896,17839.5749,12921.3733,9934.6241,4918.2771,-891.9643,-2694.3302,,,,,,,53,70,123,3,29,20,12,1,0,15,0
54,69,123,Xe,-85248.258,8420.9239,18909.8973,11283.0893,7964.5877,6457.947,-490.6342,-4204.6012,,,,,,,54,69,123,4,28,19,13,0,1,17,0
55,68,123,Cs,-81043.657,8380.3796,20083.951,9375.9496,10970.206,2977.6395,309.159,-5388.6934,,,,,,,55,68,123,5,27,18,14,1,0,19,0
56,67,123,Ba,-75654.963,8330.2086,21052.7524,7751.9087,9117.3296,4799.1656,714.6091,-7004.0,,,,,,,56,67,123,6,26,17,15,0,1,21,0
57,66,123,La,-68651.0,8267.0,22603.0,6127.0,12179.0,1331.0,1229.0,-8365.0,,,,,,,57,66,123,7,25,16,16,1,0,23,0
58,65,123,Ce,-60286.0,8193.0,23739.0,4119.0,10484.0,3032.0,1879.0,-10056.0,,,,,,,58,65,123,8,24,15,17,0,1,23,0
59,64,123,Pr,-50230.0,8104.0,24821.0,2618.0,13521.0,-355.0,2365.0,,,,,,,,59,64,123,9,23,14,18,1,0,23,0
44,80,124,Ru,-33590.0,8065.0,7952.0,,5111.0,,,11120.0,,,,,,,44,80,124,6,38,30,2,0,0,8,1
45,79,124,Rh,-44710.0,8148.0,8973.0,32982.0,3591.0,15449.0,-12135.0,13690.0,,,,,,,45,79,124,5,37,29,3,1,1,8,0
46,78,124,Pd,-58400.0,8252.0,9926.0,31198.0,6042.0,16499.0,-11105.0,7830.0,,,,,,,46,78,124,4,36,28,4,0,0,8,1
47,77,124,Ag,-66229.951,8308.8958,11266.4687,28928.0,4732.688,13089.1733,-10035.0,10469.4858,,,,,,,47,77,124,3,35,27,5,1,1,8,0
48,76,124,Cd,-76699.436,8387.0179,12229.6883,26661.2097,7356.5712,14419.8268,-8844.7481,4168.342,612.8,0.263,0.124,13.1,1385.15,2.2602147379413875,48,76,124,2,34,26,6,0,0,8,1
49,75,124,In,-80867.778,8414.3243,13439.0538,24339.6025,5510.0628,10742.5662,-7641.1824,7363.697,,,,,,,49,75,124,1,33,25,7,1,1,8,0
50,74,124,Sn,-88231.475,8467.3997,14434.1586,22197.0333,8488.1109,12091.4128,-6699.026,-612.4067,1131.739,0.1269,0.0825,1.66,2101.71123,1.857063257782268,50,74,124,0,32,24,8,0,0,8,1
51,73,124,Sb,-87619.069,8456.1517,15427.5003,18625.6501,6467.4963,7093.3572,-4316.2439,2905.073,,,,,,,51,73,124,1,31,23,9,1,1,10,0
52,72,124,Te,-90524.142,8473.2705,16353.496,15162.1309,9424.4821,8590.2223,-1851.3168,-3159.587,602.7271,0.4738,0.1532,6.53,1248.581125,2.0715529159007264,52,72,124,2,30,22,10,0,0,12,1
53,71,124,I,-87364.555,8441.4807,17427.909,13608.2922,7493.2849,5482.5481,-1372.3374,302.8501,,,,,,,53,71,124,3,29,21,11,1,1,14,0
54,70,124,Xe,-87667.405,8437.6138,18455.0529,11932.0652,10490.4652,7013.7881,-730.1604,-5926.3445,354.04,0.826,0.1949,54.7,878.925,2.482600541190959,54,70,124,4,28,20,12,0,0,16,1
55,69,124,Cs,-81741.06,8383.5114,19738.9279,10239.7207,8768.7219,3781.7738,-418.816,-2651.2748,,,,,,,55,69,124,5,27,19,13,1,1,18,0
56,68,124,Ba,-79089.786,8355.8209,20623.4701,8312.7396,11506.1405,5335.1002,657.7328,-8831.1685,229.91,1.74,0.2726,198.2,651.6613,2.834406792193501,56,68,124,6,26,18,14,0,0,20,1
57,67,124,La,-70258.617,8278.2926,21858.0,6691.7906,9679.0,1892.625,1205.1156,-5343.0,,,,,,,57,67,124,7,25,17,15,1,1,22,0
58,66,124,Ce,-64916.0,8229.0,23185.0,4885.0,12701.0,3554.0,1548.0,-11765.0,141.9,3.65,0.381,603.0,447.83,3.1559104170483856,58,66,124,8,24,16,16,0,0,24,1
59,65,124,Pr,-53151.0,8128.0,24514.0,3186.0,10992.0,154.0,1994.0,-8321.0,,,,,,,59,65,124,9,23,15,17,1,1,24,0
60,64,124,Nd,-44830.0,8054.0,,1534.0,,1889.0,2475.0,,,,,,,,60,64,124,10,22,14,18,0,0,24,1
44,81,125,Ru,-28370.0,8023.0,7962.0,,2851.0,,,13460.0,,,,,,,44,81,125,6,38,31,1,0,1,7,0
45,80,125,Rh,-41830.0,8124.0,8782.0,,5191.0,15529.0,-12714.0,12130.0,,,,,,,45,80,125,5,37,30,2,1,0,7,0
46,79,125,Pd,-53960.0,8215.0,9672.0,31988.0,3631.0,16539.0,-11764.0,10560.0,,,,,,,46,79,125,4,36,29,3,0,1,7,0
47,78,125,Ag,-64519.939,8293.3151,11093.9945,29908.0,6361.3064,13409.0,-10694.7205,8828.1511,,,,,,,47,78,125,3,35,28,4,1,0,7,0
48,77,125,Cd,-73348.09,8357.6815,12076.5429,27496.2838,4719.9718,14407.1105,-9590.6686,7064.2177,,,,,,,48,77,125,2,34,27,5,0,1,7,0
49,76,125,In,-80412.308,8407.9365,13125.9103,25421.6692,7615.8474,11001.8424,-8434.3928,5481.3495,,,,,,,49,76,125,1,33,26,6,1,0,7,0
50,75,125,Sn,-85893.657,8445.5285,14221.6109,23057.4161,5733.5,12314.85,-7244.7366,2361.4366,,,,,,,50,75,125,0,32,25,7,0,1,7,0
51,74,125,Sb,-88255.094,8458.1612,15174.8395,19404.0024,8707.3432,7312.5896,-4845.4168,766.7,,,,,,,51,74,125,1,31,24,8,1,0,9,0
52,73,125,Te,-89021.794,8458.0361,15993.4523,15785.0534,6568.9703,8691.6962,-2250.0837,-185.77,,,,,,,52,73,125,2,30,23,9,0,1,11,0
53,72,125,I,-88836.024,8450.2911,17036.0721,14191.0755,9542.7872,5600.8533,-1661.783,-1636.6632,,,,,,,53,72,125,3,29,22,10,1,0,13,0
54,71,125,Xe,-87199.361,8430.939,18093.7391,12606.3251,7603.2739,7123.777,-1081.166,-3109.6184,,,,,,,54,71,125,4,28,21,11,0,1,15,0
55,70,125,Cs,-84089.742,8399.8033,19188.7219,10725.0965,10419.9999,3711.3085,-269.0091,-4420.7663,,,,,,,55,70,125,5,27,20,12,1,0,17,0
56,69,125,Ba,-79668.976,8358.1784,20156.6489,8998.6603,8650.5084,5216.8866,387.1047,-5909.4836,,,,,,,56,69,125,6,26,19,13,0,1,19,0
57,68,125,La,-73759.492,8304.6438,21251.0,7293.778,11572.1933,1958.6778,917.9334,-7102.0,,,,,,,57,68,125,7,25,18,14,1,0,21,0
58,67,125,Ce,-66658.0,8242.0,22514.0,5581.0,9813.0,3688.0,1662.0,-8587.0,,,,,,,58,67,125,8,24,17,15,0,1,23,0
59,66,125,Pr,-58070.0,8167.0,23983.0,3997.0,12991.0,443.0,1695.0,-10001.0,,,,,,,59,66,125,9,23,16,16,1,0,25,0
60,65,125,Nd,-48070.0,8080.0,,2361.0,11311.0,2208.0,2195.0,,,,,,,,60,65,125,10,22,15,17,0,1,25,0
45,81,126,Rh,-37200.0,8087.0,8633.0,,3442.0,16120.0,-13320.0,14590.0,,,,,,,45,81,126,5,37,31,1,1,1,6,0
46,80,126,Pd,-51790.0,8197.0,9533.0,32778.0,5902.0,17249.0,-12435.0,8930.0,,,,,1481.07,2.1361073051128576,46,80,126,4,36,30,2,0,0,6,1
47,79,126,Ag,-60720.0,8261.0,10633.0,30588.0,4272.0,14050.0,-11266.0,11535.0,,,,,,,47,79,126,3,35,29,3,1,1,6,0
48,78,126,Cd,-72255.727,8346.7393,11698.9267,28434.0,6978.955,15024.7591,-10064.474,5553.65,,,,,1466.8623,2.249923384987752,48,78,126,2,34,28,4,0,0,6,1
49,77,126,In,-77809.377,8384.6067,13084.2348,26157.3685,5468.3873,11750.258,-9128.1749,8205.7585,,,,,,,49,77,126,1,33,27,5,1,1,6,0
50,76,126,Sn,-86015.135,8443.5227,13926.2962,23893.6412,8192.7963,12891.7988,-7827.6671,378.0,1141.15,0.0771,0.0636,2.42,2049.746,1.79620454382143,50,76,126,0,32,26,6,0,0,6,1
51,75,126,Sb,-86393.135,8440.3136,14916.7029,20103.2992,6209.3597,7788.4493,-5246.6906,3671.0321,,,,,,,51,75,126,1,31,25,7,1,1,8,0
52,74,126,Te,-90064.168,8463.2397,15682.6621,16410.6344,9113.6918,9098.0448,-2549.1306,-2153.6712,666.352,0.38,0.1358,4.724,1361.36313,2.0430491601195726,52,74,126,2,30,24,8,0,0,10,1
53,73,126,I,-87910.496,8439.9379,16688.5778,14869.3698,7145.7906,6177.6736,-2001.2077,1235.8904,,,,,,,53,73,126,3,29,23,9,1,1,12,0
54,72,126,Xe,-89146.38687,8443.5375,17621.6181,13200.1873,10018.3442,7599.3341,-1258.0209,-4795.7039,388.631,0.79,0.1885,29.9,942.003,2.4238889707999505,54,72,126,4,28,22,10,0,0,14,1
55,71,126,Cs,-84350.683,8399.2673,18752.2587,11564.0703,8332.2587,4440.2933,-696.317,-1680.7697,,,,,,,55,71,126,5,27,21,11,1,1,16,0
56,70,126,Ba,-82669.913,8379.7187,19722.7638,9580.4505,11072.2554,5869.1421,260.159,-7696.4376,256.02,1.441,0.2455,145.5,711.106,2.777475725121667,56,70,126,6,26,20,12,0,0,18,1
57,69,126,La,-74973.476,8312.4268,20857.4947,7810.3574,9285.3014,2593.4708,746.3771,-4152.9106,,,,,,,57,69,126,7,25,19,13,1,1,20,0
58,68,126,Ce,-70820.565,8273.2581,22047.0,6308.7216,12234.0,4350.0438,1363.4706,-10497.0,169.59,2.27,0.2975,405.0,519.048,3.0605508482071784,58,68,126,8,24,18,14,0,0,22,1
59,67,126,Pr,-60324.0,8184.0,23315.0,4643.0,10325.0,955.0,1795.0,-6943.0,,,,,,,59,67,126,9,23,17,15,1,1,24,0
60,66,126,Nd,-53380.0,8122.0,24693.0,3042.0,13382.0,2599.0,2069.0,-13631.0,,,,,,,60,66,126,10,22,16,16,0,0,26,1
45,82,127,Rh,-33730.0,8060.0,8043.0,,4602.0,,,13490.0,,,,,,,45,82,127,5,37,32,0,1,0,5,0
46,81,127,Pd,-47220.0,8160.0,9403.0,33429.0,3501.0,17309.0,-13095.0,11429.0,,,,,,,46,81,127,4,36,31,1,0,1,5,0
47,80,127,Ag,-58650.0,8244.0,10272.0,31398.0,6001.0,14148.0,-11884.0,10092.0,,,,,,,47,80,127,3,35,30,2,1,0,5,0
48,79,127,Cd,-68741.199,8316.8971,11535.7451,29360.0,4556.7901,15310.0,-10736.3665,8138.6978,,,,,,,48,79,127,2,34,29,3,0,1,5,0
49,78,127,In,-76879.897,8374.8212,12610.2251,26937.8999,7141.8378,11913.1408,-9736.232,6589.681,,,,,,,49,78,127,1,33,28,4,1,0,5,0
50,77,127,Sn,-83469.578,8420.5482,13718.5567,24699.4299,5525.7604,12949.1719,-8480.3104,3228.716,,,,,,,50,77,127,0,32,27,5,0,1,5,0
51,76,127,Sb,-86698.294,8439.811,14585.8361,20863.9282,8376.4764,7972.1294,-5694.1761,1582.203,,,,,,,51,76,127,1,31,26,6,1,0,7,0
52,75,127,Te,-88280.497,8446.109,15401.3391,16964.7816,6287.6472,9176.3324,-2890.7301,702.7199,,,,,,,52,75,127,2,30,25,7,0,1,9,0
53,74,127,I,-88983.217,8445.482,16289.829,15306.065,9144.0384,6208.0202,-2185.2421,-662.3336,,,,,,,53,74,127,3,29,24,8,1,0,11,0
54,73,127,Xe,-88320.883,8434.1066,17264.1586,13877.0314,7245.8143,7699.3578,-1574.8214,-2080.8562,,,,,,,54,73,127,4,28,23,9,0,1,13,0
55,72,127,Cs,-86240.027,8411.5617,18292.9208,11981.9452,9960.662,4382.6111,-722.3549,-3422.0719,,,,,,,55,72,127,5,27,22,10,1,0,15,0
56,71,127,Ba,-82817.955,8378.456,19291.6152,10196.5364,8219.3598,5756.2431,5.3868,-4921.8386,,,,,,,56,71,127,6,26,21,11,0,1,17,0
57,70,127,La,-77896.116,8333.5412,20279.2602,8384.3163,10993.9588,2515.1743,722.6242,-5916.7727,,,,,,,57,70,127,7,25,20,12,1,0,19,0
58,69,127,Ce,-71979.344,8280.7922,21464.0,6888.31,9230.0967,4294.8392,1250.7035,-7436.0,,,,,,,58,69,127,8,24,19,13,0,1,21,0
59,68,127,Pr,-64543.0,8216.0,22616.0,5362.0,12291.0,1012.0,1683.0,-8633.0,,,,,,,59,68,127,9,23,18,14,1,0,23,0
60,67,127,Nd,-55910.0,8142.0,23983.0,3830.0,10601.0,2876.0,1951.0,-10600.0,,,,,,,60,67,127,10,22,17,15,0,1,25,0
45,83,128,Rh,-27340.0,8010.0,6283.0,,1681.0,,,17050.0,,,,,,,45,83,128,5,37,33,1,1,1,6,0
46,82,128,Pd,-44390.0,8137.0,8743.0,,5241.0,17949.0,-13226.0,10320.0,,,,,1815.87,1.3846277021617293,46,82,128,4,36,32,0,0,0,4,1
47,81,128,Ag,-54710.0,8211.0,10133.0,32088.0,4132.0,14779.0,-12425.0,12528.0,,,,,,,47,81,128,3,35,31,1,1,1,4,0
48,80,128,Cd,-67238.245,8303.2367,11125.1541,30026.0,6568.3641,15878.0,-11263.0,6951.8716,645.8,0.176,0.1104,0.73,1430.3922,2.214908284582581,48,80,128,2,34,30,2,0,0,4,1
49,79,128,In,-74190.117,8351.4361,12523.3758,28048.0,5381.5379,12737.8887,-10385.0819,9171.3131,,,,,,,49,79,128,1,33,29,3,1,1,4,0
50,78,128,Sn,-83361.43,8416.9749,13488.9304,25683.6449,7963.17,13770.504,-9086.9092,1268.4219,1168.82,0.023,0.0344,6.5,,,50,78,128,0,32,28,4,0,0,4,1
51,77,128,Sb,-84629.852,8420.7724,14379.3523,21398.4167,6002.8758,8449.2449,-6186.9891,4363.9419,,,,,,,51,77,128,1,31,27,5,1,1,6,0
52,76,128,Te,-88993.794,8448.7536,15072.262,17556.6002,8784.6148,9584.4707,-3187.234,-1255.7634,743.219,0.296,0.1185,3.3,1497.02022,2.014246030196033,52,76,128,2,30,26,6,0,0,8,1
53,75,128,I,-87738.03,8432.8309,15970.1698,15922.8368,6826.1315,6746.5044,-2543.8773,2122.5041,,,,,,,53,75,128,3,29,25,7,1,1,10,0
54,74,128,Xe,-89860.53427,8443.3008,16856.7835,14374.3088,9610.9692,8166.2886,-1761.3085,-3928.7617,442.911,0.634,0.1671,14.43,1033.14919,2.332629107504224,54,74,128,4,28,24,8,0,0,12,1
55,73,128,Cs,-85931.773,8406.4953,17723.7258,12599.2183,7763.0638,4899.8605,-992.1338,-562.6171,,,,,,,55,73,128,5,27,23,9,1,1,14,0
56,72,128,Ba,-85369.156,8395.9878,18841.8784,10800.7108,10622.5186,6418.0997,-126.6665,-6743.7167,284.0,1.138,0.2159,60.0,763.3211,2.687674642967804,56,72,128,6,26,22,10,0,0,16,1
57,71,128,La,-78625.439,8337.1904,19794.5993,8852.6981,8800.6405,3096.4549,690.7057,-3091.5136,,,,,,,57,71,128,7,25,21,11,1,1,18,0
58,70,128,Ce,-75533.925,8306.9259,20855.9963,7441.9542,11625.8996,4926.7799,1130.9445,-9203.1617,207.09,1.755,0.2589,203.8,606.7723,2.9299677727461924,58,70,128,8,24,20,12,0,0,20,1
59,69,128,Pr,-66330.764,8228.9141,22150.0,5935.23,9859.0,1640.3908,1502.9377,-5800.0,,,,,,,59,69,128,9,23,19,13,1,1,22,0
60,68,128,Nd,-60530.0,8177.0,23293.0,4288.0,12692.0,3276.0,1961.0,-12311.0,133.66,3.9,0.373,720.0,424.4714,3.17558858955464,60,68,128,10,22,18,14,0,0,24,1
46,83,129,Pd,-37880.0,8086.0,6803.0,,1561.0,17829.0,-11935.0,13990.0,,,,,,,46,83,129,4,36,33,1,0,1,5,0
47,82,129,Ag,-51870.0,8188.0,9363.0,32718.0,5231.0,14769.0,-12465.0,11252.0,,,,,,,47,82,129,3,35,32,0,1,0,3,0
48,81,129,Cd,-63122.142,8269.5311,10523.5788,30480.0,3955.2147,15701.0,-11587.0,9712.7471,,,,,,,48,81,129,2,34,31,1,0,1,3,0
49,80,129,In,-72834.889,8338.759,12097.6281,28763.0,6716.0902,12885.6148,-10739.8656,7755.7081,,,,,,,49,80,129,1,33,30,2,1,0,3,0
50,79,129,Sn,-80590.597,8392.8161,13263.6551,26427.3399,5300.4851,13689.4512,-9667.4226,4038.7874,,,,,,,50,79,129,0,32,29,3,0,1,3,0
51,78,129,Sb,-84629.384,8418.0598,14073.7265,22327.4295,8070.8506,8556.9255,-6641.9923,2375.5,,,,,,,51,78,129,1,31,28,4,1,0,5,0
52,77,129,Te,-87004.884,8430.4098,14867.0235,18113.2485,6082.4087,9664.0036,-3536.1428,1502.2919,,,,,,,52,77,129,2,30,27,5,0,1,7,0
53,76,129,I,-88507.176,8435.9908,15666.5955,16386.8244,8840.464,6802.3536,-2676.9981,188.8936,,,,,,,53,76,129,3,29,26,6,1,0,9,0
54,75,129,Xe,-88696.06975,8431.3904,16517.8227,14993.5151,6906.8535,8247.0107,-2099.1917,-1197.0197,,,,,,,54,75,129,4,28,25,7,0,1,11,0
55,74,129,Cs,-87499.05,8416.0465,17401.6592,13093.7754,9638.5955,4927.4868,-1087.942,-2438.1843,,,,,,,55,74,129,5,27,24,8,1,0,13,0
56,73,129,Ba,-85060.866,8391.0811,18385.5468,11317.9247,7763.0282,6418.0641,-286.4209,-3737.3247,,,,,,,56,73,129,6,26,23,9,0,1,15,0
57,72,129,La,-81323.541,8356.0449,19570.0607,9661.4562,10769.4202,3243.3565,341.2854,-5036.037,,,,,,,57,72,129,7,25,22,10,1,0,17,0
58,71,129,Ce,-76287.504,8310.9411,20450.7963,8047.4911,8824.8968,4951.0362,956.556,-6513.9383,,,,,,,58,71,129,8,24,21,11,0,1,19,0
59,70,129,Pr,-69773.566,8254.3808,21373.0,6455.3914,11514.1203,1528.6115,1561.0107,-7399.0,,,,,,,59,70,129,9,23,20,12,1,0,21,0
60,69,129,Nd,-62375.0,8191.0,22607.0,4974.0,9916.0,3333.0,1858.0,-9195.0,,,,,,,60,69,129,10,22,19,13,0,1,23,0
